order,family,genus,species,species_id,synonyms,common_name_1,common_name_2,common_name_3,common_name_4,common_name_5,common_name_6,iucn_status,red_list_criteria,year_assessed,population_trend,female_mass_mean,female_mass_upper,female_mass_lower,female_mass_uncertainty,male_mass_mean,male_mass_lower,male_mass_upper,male_mass_uncertainty,breeding_dist,nest_locations,clutch_size_mean,clutch_size_lower,cluth_size_upper,clutch_size_uncertainty,clutch_interval,hatchling_type,incubation_mean,incubation_period_lower,incubtaion_period_upper,incubation_period_uncertainty,fledging_period_mean,fledging_period_lower,fledging_period_upper,fledging_period_uncertainty,max_growth_mean,max_growth_lower,max_growth_upper,max_growth_uncertainty,post_fledge_care_mean,post_fledge_care_lower,post_fledge_care_upper,post_fledge_care_uncertainty,age_first_breed_mean,age_first_breed_lower,age_first_breed_upper,age_first_breed_uncertainty,foraging_distance,wingspan_mean,wingspan_lower,wingspan_upper,wingspan_uncertainty,max_age_mean,max_age_lower,max_age_upper,max_age_uncertainty,annual_survival_mean,annual_survival_lower,annual_survival_upper,annual_survival_uncertainty,coloniality,citation
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,acuminata,Calidris acuminata,,Sharp-tailed Sandpiper,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,alba,Calidris alba,,Sanderling,,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,alpina,Calidris alpina,,Dunlin,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,bairdii,Calidris bairdii,,Baird's Sandpiper,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,canutus,Calidris canutus,,Red Knot, Knot, Lesser Knot,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,falcinellus,Calidris falcinellus,Limicola falcinellus,Broad-billed Sandpiper,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,ferruginea,Calidris ferruginea,,Curlew Sandpiper,,,,,,LC,,2012,increasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,fuscicollis,Calidris fuscicollis,Calidris fusicollis ,White-rumped Sandpiper,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,himantopus,Calidris himantopus,Micropalama himantopus |Micropalama himantopus |Micropalama himantopus |Micropalama himantopus |Micropalama himantopus himantopus,Stilt Sandpiper,,,,,,LC,,2012,increasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,maritima,Calidris maritima,,Purple Sandpiper,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,mauri,Calidris mauri,,Western Sandpiper,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,melanotos,Calidris melanotos,,Pectoral Sandpiper,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,minuta,Calidris minuta,,Little Stint,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,minutilla,Calidris minutilla,,Least Sandpiper,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,ptilocnemis,Calidris ptilocnemis,,Rock Sandpiper,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,pugnax,Calidris pugnax,Philomachus pugnax,Ruff,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,pusilla,Calidris pusilla,,Semipalmated Sandpiper,,,,,,NT,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,pygmaea,Calidris pygmaea,Eurynorhynchus pygmeus,Spoon-billed Sandpiper, Spoonbill Sandpiper,,,,,CR,A2abcd+3bcd+4abcd; C2a(i),2013,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,ruficollis,Calidris ruficollis,,Red-necked Stint, Rufous-necked Stint,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,subminuta,Calidris subminuta,,Long-toed Stint,,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,subruficollis,Calidris subruficollis,Tryngites subruficollis,Buff-breasted Sandpiper,,,,,,NT,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,temminckii,Calidris temminckii,,Temminck's Stint,,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,tenuirostris,Calidris tenuirostris,,Great Knot,,,,,,VU,A4bcd,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,virgata,Calidris virgata,Aphriza virgata,Surfbird,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Coenocorypha,aucklandica,Coenocorypha aucklandica,,Auckland Snipe, New Zealand Snipe, Subantarctic Snipe,,,,NT,,2014,increasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Coenocorypha,barrierensis,Coenocorypha barrierensis,,North Island Snipe,,,,,,EX,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Coenocorypha,huegeli,Coenocorypha huegeli,,Snares Snipe,,,,,,NT,,2014,increasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Coenocorypha,iredalei,Coenocorypha iredalei,,South Island Snipe,,,,,,EX,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Coenocorypha,pusilla,Coenocorypha pusilla,,Chatham Snipe, Chatham Islands Snipe, Chatham Island Snipe,,,,VU,D2,2013,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,andina,Gallinago andina,,Puna Snipe,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,delicata,Gallinago delicata,,Wilson's Snipe,,,,,,LC,,2014,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,gallinago,Gallinago gallinago,,Common Snipe,,,,,,LC,,2014,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,hardwickii,Gallinago hardwickii,,Latham's Snipe, Japanese Snipe,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,imperialis,Gallinago imperialis,,Imperial Snipe,,,,,,NT,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,jamesoni,Gallinago jamesoni,,Andean Snipe,,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,macrodactyla,Gallinago macrodactyla,,Madagascar Snipe,,,,,,VU,C2a(ii),2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,media,Gallinago media,,Great Snipe,,,,,,NT,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,megala,Gallinago megala,,Swinhoe's Snipe,,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,nemoricola,Gallinago nemoricola,,Wood Snipe,,,,,,VU,C2a(ii),2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,nigripennis,Gallinago nigripennis,,African Snipe, Ethiopian Snipe,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,nobilis,Gallinago nobilis,,Noble Snipe,,,,,,NT,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,paraguaiae,Gallinago paraguaiae,,South American Snipe,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,solitaria,Gallinago solitaria,,Solitary Snipe,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,stenura,Gallinago stenura,,Pintail Snipe, Pin-tailed Snipe,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,stricklandii,Gallinago stricklandii,,Fuegian Snipe,,,,,,NT,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,undulata,Gallinago undulata,,Giant Snipe,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Limnodromus,griseus,Limnodromus griseus,,Short-billed Dowitcher,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Limnodromus,scolopaceus,Limnodromus scolopaceus,,Long-billed Dowitcher,,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Limnodromus,semipalmatus,Limnodromus semipalmatus,,Asian Dowitcher, Asiatic Dowitcher,,,,,NT,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Limosa,fedoa,Limosa fedoa,,Marbled Godwit,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Limosa,haemastica,Limosa haemastica,,Hudsonian Godwit,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Limosa,lapponica,Limosa lapponica,,Bar-tailed Godwit,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Limosa,limosa,Limosa limosa,,Black-tailed Godwit,,,,,,NT,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Lymnocryptes,minimus,Lymnocryptes minimus,,Jack Snipe,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Numenius,americanus,Numenius americanus,,Long-billed Curlew,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Numenius,arquata,Numenius arquata,,Eurasian Curlew, Curlew,,,,,NT,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Numenius,borealis,Numenius borealis,,Eskimo Curlew,,,,,,CR,D,2013,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Numenius,madagascariensis,Numenius madagascariensis,,Far Eastern Curlew, Eastern Curlew,,,,,VU,A4bcd,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Numenius,minutus,Numenius minutus,,Little Curlew, Little Whimbrel,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Numenius,phaeopus,Numenius phaeopus,,Whimbrel,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Numenius,tahitiensis,Numenius tahitiensis,,Bristle-thighed Curlew,,,,,,VU,C2a(ii),2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Numenius,tenuirostris,Numenius tenuirostris,,Slender-billed Curlew,,,,,,CR,"C2a(i,ii);D",2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Phalaropus,fulicarius,Phalaropus fulicarius,Phalaropus fulicaria fulicaria|Phalaropus fulicaria fulicaria|Phalaropus fulicaria fulicaria,Red Phalarope, Grey Phalarope, Grey (Red) Phalarope,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Phalaropus,lobatus,Phalaropus lobatus,,Red-necked Phalarope,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Prosobonia,cancellata,Prosobonia cancellata,,Christmas Sandpiper,,,,,,EX,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Prosobonia,ellisi,Prosobonia ellisi,,Moorea Sandpiper,,,,,,EX,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Prosobonia,leucoptera,Prosobonia leucoptera,,Tahiti Sandpiper, Tahiti Sandpiper,,,,,EX,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Prosobonia,parvirostris,Prosobonia parvirostris,,Tuamotu Sandpiper,,,,,,EN,"B1ab(ii,iii,iv,v)",2014,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,bukidnonensis,Scolopax bukidnonensis,,Bukidnon Woodcock, Bukidnon Woodcock,,,,,LC,,2012,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,celebensis,Scolopax celebensis,,Sulawesi Woodcock,,,,,,NT,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,minor,Scolopax minor,,American Woodcock,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,mira,Scolopax mira,,Amami Woodcock, Amami Woodcock,,,,,VU,A3ce+4ce,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,rochussenii,Scolopax rochussenii,,Moluccan Woodcock, Obi Woodcock,,,,,EN,"B1ab(ii,iii,v)",2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,rosenbergii,Scolopax rosenbergii,,New Guinea Woodcock, New Guniea Woodcock,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,rusticola,Scolopax rusticola,,Eurasian Woodcock, Woodcock,,,,,LC,,2014,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,saturata,Scolopax saturata,,Javan Woodcock,,,,,,NT,,2013,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Steganopus,tricolor,Steganopus tricolor,Phalaropus tricolor |Phalaropus tricolor |Phalaropus tricolor tricolor|Phalaropus tricolor tricolor|Phalaropus tricolor tricolor|Phalaropus tricolor tricolor,Wilson's Phalarope,,,,,,LC,,2012,increasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,brevipes,Tringa brevipes,Heteroscelus brevipes|Tringa brevipes|Tringa brevipes|Tringa brevipes|Tringa brevipes,Grey-tailed Tattler, Siberian (Grey-tailed) Tattler, Gray-tailed Tattler,,,,NT,,2014,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,erythropus,Tringa erythropus,,Spotted Redshank,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,flavipes,Tringa flavipes,,Lesser Yellowlegs,,,,,,LC,,2014,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,glareola,Tringa glareola,,Wood Sandpiper,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,guttifer,Tringa guttifer,,Spotted Greenshank, Nordmann's Greenshank, Nordmann's Greenshank,,,,EN,C2a(i),2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,incana,Tringa incana,Heteroscelus incanus|Tringa incana|Tringa incana|Tringa incana|Tringa incana,Wandering Tattler, Wandering (Alaskan) Tattler,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,melanoleuca,Tringa melanoleuca,,Greater Yellowlegs,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,nebularia,Tringa nebularia,,Common Greenshank, Greenshank,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,ochropus,Tringa ochropus,,Green Sandpiper,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,semipalmata,Tringa semipalmata,Catoptrophorus semipalmatus|Tringa semipalmata,Willet,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,solitaria,Tringa solitaria,,Solitary Sandpiper,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,stagnatilis,Tringa stagnatilis,,Marsh Sandpiper,,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,totanus,Tringa totanus,,Common Redshank, Redshank,,,,,LC,,2013,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,SCOLOPACIDAE,Xenus,cinereus,Xenus cinereus,Tringa cinerea cinerea|Tringa cinerea cinerea|Tringa terek terek,Terek Sandpiper,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,SCOPIDAE,Scopus,umbretta,Scopus umbretta,,Hamerkop,,,,,,LC,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,demersus,Spheniscus demersus,,African Penguin, Jackass Penguin, Black-footed Penguin,,,,EN,A2ace+3ce+4ace,2013,decreasing,3.1,,,,3.3,,,,"Tm,SP",Bu,2,,,,,SA,38,,,,,70,80,,35,,,,0,,,,3,,,,NS,,,,,,,,,61.7,,,,,
SPHENISCIFORMES,SPHENISCIDAE,Eudyptula,minor,Eudyptula minor,,Little Penguin, Fairy Penguin, Blue Penguin,,,,LC,,2012,decreasing,,0.79,2.1,,,0.75,2.1,,Tm,Bu,,1,2,,,SA,,33,50,,,54,63,,23,,,,0,,,,(2-3),2,3,,NS,,,,,,,,,74.5,,,,,
SPHENISCIFORMES,SPHENISCIDAE,Pygoscelis,papua,Pygoscelis papua,,Gentoo Penguin,,,,,,NT,,2012,decreasing,5.15,,,,5.58,,,,"P,SP",O,2,,,,,SA,,35,36,,,74,100,,85,,,,,5,50,,2,,,,NS,,,,,,,,,80,,,,,
SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,magellanicus,Spheniscus magellanicus,,Magellanic Penguin,,,,,,NT,,2012,decreasing,,2.7,4.1,,,2.9,4.8,,Tm,Bu,2,,,,,SA,40,,,,,60,100,,,,,,0,,,,2,,,,NS,,,,,,,,,85,,,,,
SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,mendiculus,Spheniscus mendiculus,,Galapagos Penguin, Galapagos Penguin,,,,,EN,A2bde;B1ab(v)c(iv)+2ab(v)c(iv);C2a(ii)b,2012,decreasing,1.87,,,,2.18,,,,Tr,Bu,2,,,,,SA,38,,,,,60,80,,,,,,0,,,,(4-5),4,5,,NS,,,,,,,,,85,,,,,
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,schlegeli,Eudyptes schlegeli,,Royal Penguin,,,,,,VU,D2,2012,stable,,5,6,,,5,6,,SP,"O,SI",2,,,,,SA,,32,37,,65,,,,,,,,,,,,5,,,,OS,,,,,,,,,86,,,,,
SPHENISCIFORMES,SPHENISCIDAE,Megadyptes,antipodes,Megadyptes antipodes,,Yellow-eyed Penguin,,,,,,EN,"B2b(iii,v)c(iv)",2012,decreasing,5.2,,,,5.2,,,,"Tm,SP",O,,1,2,,,SA,,39,51,,106,,,,67,,,,0,,,,2,2,3,,NS,,,,,,,,,87,,,,,
SPHENISCIFORMES,SPHENISCIDAE,Pygoscelis,adeliae,Pygoscelis adeliae,,Adelie Penguin,,,,,,NT,,2012,increasing,4.7,,,,5,,,,P,O,1.9,1,2,,,SA,,31,38,,,41,60,,116,,,,0,,,,(3-6),3,6,,NS+,,,,,,,,,89,,,,,
